County,Date,Price,lag_price_1,lag_price_2,lag_price_3,lag_price_4,rolling_mean_4,month
Bomet,2022-04-10,37.78,36.67,36.11,36.67,31.11,36.807500000000005,4
Bomet,2022-04-17,37.78,37.78,36.67,36.11,36.67,37.085,4
Bomet,2022-04-24,44.44,37.78,37.78,36.67,36.11,39.167500000000004,4
Bomet,2022-05-08,44.44,44.44,37.78,37.78,36.67,41.11,5
Bomet,2022-05-15,48.89,44.44,44.44,37.78,37.78,43.8875,5
Bomet,2022-05-22,45.56,48.89,44.44,44.44,37.78,45.832499999999996,5
Bomet,2022-05-29,47.225,45.56,48.89,44.44,44.44,46.52875,5
Bomet,2022-06-05,50.0,47.225,45.56,48.89,44.44,47.91875,6
Bomet,2022-06-12,47.78,50.0,47.225,45.56,48.89,47.64125000000001,6
Bomet,2022-06-19,62.22,47.78,50.0,47.225,45.56,51.80625,6
Bomet,2022-06-26,72.22,62.22,47.78,50.0,47.225,58.055,6
Bomet,2022-07-03,65.18333333333334,72.22,62.22,47.78,50.0,61.850833333333334,7
Bomet,2022-07-10,63.333333333333336,65.18333333333334,72.22,62.22,47.78,65.73916666666666,7
Bomet,2022-07-17,62.22,63.333333333333336,65.18333333333334,72.22,62.22,65.73916666666666,7
Bomet,2022-07-31,54.72,62.22,63.333333333333336,65.18333333333334,72.22,61.36416666666667,7
Bomet,2022-08-07,55.18333333333334,54.72,62.22,63.333333333333336,65.18333333333334,58.86416666666667,8
Bomet,2022-08-14,58.89,55.18333333333334,54.72,62.22,63.333333333333336,57.75333333333333,8
Bomet,2022-08-21,55.0,58.89,55.18333333333334,54.72,62.22,55.94833333333333,8
Bomet,2022-08-28,61.11,55.0,58.89,55.18333333333334,54.72,57.545833333333334,8
Bomet,2022-09-04,60.0,61.11,55.0,58.89,55.18333333333334,58.75,9
Bomet,2022-09-11,62.5,60.0,61.11,55.0,58.89,59.6525,9
Bomet,2022-09-18,58.89,62.5,60.0,61.11,55.0,60.625,9
Bomet,2022-10-02,62.775,58.89,62.5,60.0,61.11,61.04125,10
Bomet,2022-10-09,62.223333333333336,62.775,58.89,62.5,60.0,61.59708333333333,10
Bomet,2022-10-16,70.0,62.223333333333336,62.775,58.89,62.5,63.47208333333333,10
Bomet,2022-10-23,63.333333333333336,70.0,62.223333333333336,62.775,58.89,64.58291666666666,10
Bomet,2022-10-30,57.44333333333333,63.333333333333336,70.0,62.223333333333336,62.775,63.25,10
Bomet,2022-11-06,59.445,57.44333333333333,63.333333333333336,70.0,62.223333333333336,62.555416666666666,11
Bomet,2022-11-13,59.446666666666665,59.445,57.44333333333333,63.333333333333336,70.0,59.91708333333333,11
Bomet,2022-11-20,58.89,59.446666666666665,59.445,57.44333333333333,63.333333333333336,58.80625,11
Bomet,2022-12-04,63.33,58.89,59.446666666666665,59.445,57.44333333333333,60.27791666666666,12
Bomet,2022-12-18,61.29333333333333,63.33,58.89,59.446666666666665,59.445,60.739999999999995,12
Bomet,2022-12-25,61.11,61.29333333333333,63.33,58.89,59.446666666666665,61.155833333333334,12
Bomet,2023-01-08,60.555,61.11,61.29333333333333,63.33,58.89,61.57208333333333,1
Bomet,2023-01-15,64.26,60.555,61.11,61.29333333333333,63.33,61.80458333333333,1
Bomet,2023-01-22,53.33,64.26,60.555,61.11,61.29333333333333,59.81375,1
Bomet,2023-01-29,57.223333333333336,53.33,64.26,60.555,61.11,58.842083333333335,1
Bomet,2023-02-05,52.03666666666667,57.223333333333336,53.33,64.26,60.555,56.7125,2
Bomet,2023-02-12,50.665,52.03666666666667,57.223333333333336,53.33,64.26,53.31375,2
Bomet,2023-02-19,58.629999999999995,50.665,52.03666666666667,57.223333333333336,53.33,54.63875,2
Bomet,2023-02-26,58.33,58.629999999999995,50.665,52.03666666666667,57.223333333333336,54.915416666666665,2
Bomet,2023-03-05,57.22,58.33,58.629999999999995,50.665,52.03666666666667,56.21125,3
Bomet,2023-03-12,62.593333333333334,57.22,58.33,58.629999999999995,50.665,59.193333333333335,3
Bomet,2023-03-19,64.44,62.593333333333334,57.22,58.33,58.629999999999995,60.645833333333336,3
Bomet,2023-03-26,67.03666666666668,64.44,62.593333333333334,57.22,58.33,62.822500000000005,3
Bomet,2023-04-02,66.67,67.03666666666668,64.44,62.593333333333334,57.22,65.185,4
Bomet,2023-04-09,66.67,66.67,67.03666666666668,64.44,62.593333333333334,66.20416666666667,4
Bomet,2023-04-16,67.78,66.67,66.67,67.03666666666668,64.44,67.03916666666667,4
Bomet,2023-04-23,67.225,67.78,66.67,66.67,67.03666666666668,67.08624999999999,4
Bomet,2023-04-30,66.11,67.225,67.78,66.67,66.67,66.94624999999999,4
Bomet,2023-05-07,68.89,66.11,67.225,67.78,66.67,67.50125,5
Bomet,2023-05-14,70.0,68.89,66.11,67.225,67.78,68.05625,5
Bomet,2023-05-21,73.89,70.0,68.89,66.11,67.225,69.7225,5
Bomet,2023-05-28,78.055,73.89,70.0,68.89,66.11,72.70875000000001,5
Bomet,2023-06-04,73.33,78.055,73.89,70.0,68.89,73.81875000000001,6
Bomet,2023-06-11,74.445,73.33,78.055,73.89,70.0,74.93,6
Bomet,2023-06-18,69.445,74.445,73.33,78.055,73.89,73.81875,6
Bomet,2023-07-02,75.555,69.445,74.445,73.33,78.055,73.19375,7
Bomet,2023-07-09,75.56,75.555,69.445,74.445,73.33,73.75125,7
Bomet,2023-07-16,75.56,75.56,75.555,69.445,74.445,74.03,7
Bomet,2023-07-23,66.11500000000001,75.56,75.56,75.555,69.445,73.1975,7
Bomet,2023-07-30,60.555,66.11500000000001,75.56,75.56,75.555,69.4475,7
Bomet,2023-08-06,57.78,60.555,66.11500000000001,75.56,75.56,65.00250000000001,8
Bomet,2023-08-13,56.67,57.78,60.555,66.11500000000001,75.56,60.28000000000001,8
Bomet,2023-08-20,50.0,56.67,57.78,60.555,66.11500000000001,56.25125,8
Bomet,2023-09-03,53.33,50.0,56.67,57.78,60.555,54.445,9
Bomet,2023-09-10,51.11,53.33,50.0,56.67,57.78,52.7775,9
Bomet,2023-09-17,51.11,51.11,53.33,50.0,56.67,51.387499999999996,9
Bomet,2023-09-24,61.67,51.11,51.11,53.33,50.0,54.305,9
Bomet,2023-10-01,50.0,61.67,51.11,51.11,53.33,53.472500000000004,10
Bomet,2023-10-08,50.0,50.0,61.67,51.11,51.11,53.195,10
Bomet,2023-10-15,55.0,50.0,50.0,61.67,51.11,54.167500000000004,10
Bomet,2023-10-22,50.0,55.0,50.0,50.0,61.67,51.25,10
Bomet,2024-03-17,34.44,50.0,55.0,50.0,50.0,47.36,3
Bomet,2024-03-24,34.44,34.44,50.0,55.0,50.0,43.47,3
Bomet,2024-04-07,35.56,34.44,34.44,50.0,55.0,38.61,4
Bomet,2024-04-14,36.115,35.56,34.44,34.44,50.0,35.13875,4
Bomet,2024-04-21,36.3925,36.115,35.56,34.44,34.44,35.626875,4
Bomet,2024-04-28,35.557500000000005,36.3925,36.115,35.56,34.44,35.90625,4
Bomet,2024-05-05,31.923333333333332,35.557500000000005,36.3925,36.115,35.56,34.997083333333336,5
Bomet,2024-05-12,35.56,31.923333333333332,35.557500000000005,36.3925,36.115,34.858333333333334,5
Bomet,2024-05-19,35.56,35.56,31.923333333333332,35.557500000000005,36.3925,34.65020833333334,5
Bomet,2024-05-26,33.33,35.56,35.56,31.923333333333332,35.557500000000005,34.093333333333334,5
Bomet,2024-06-02,35.28,33.33,35.56,35.56,31.923333333333332,34.932500000000005,6
Bomet,2024-06-09,38.335,35.28,33.33,35.56,35.56,35.62625,6
Bomet,2024-06-16,35.56,38.335,35.28,33.33,35.56,35.62625,6
Bomet,2024-06-23,35.0,35.56,38.335,35.28,33.33,36.04375,6
Bomet,2024-06-30,32.78,35.0,35.56,38.335,35.28,35.41875,6
Bomet,2024-07-07,35.0,32.78,35.0,35.56,38.335,34.585,7
Bomet,2024-07-14,34.81333333333333,35.0,32.78,35.0,35.56,34.39833333333333,7
Bomet,2024-07-21,35.18666666666667,34.81333333333333,35.0,32.78,35.0,34.445,7
Bomet,2024-07-28,35.001999999999995,35.18666666666667,34.81333333333333,35.0,32.78,35.000499999999995,7
Bomet,2024-08-04,37.22,35.001999999999995,35.18666666666667,34.81333333333333,35.0,35.555499999999995,8
Bomet,2024-08-11,35.92333333333333,37.22,35.001999999999995,35.18666666666667,34.81333333333333,35.833,8
Bomet,2024-08-18,34.72,35.92333333333333,37.22,35.001999999999995,35.18666666666667,35.71633333333333,8
Bomet,2024-08-25,32.22,34.72,35.92333333333333,37.22,35.001999999999995,35.020833333333336,8
Bomet,2024-09-01,33.998000000000005,32.22,34.72,35.92333333333333,37.22,34.215333333333334,9
Bomet,2024-09-08,33.885,33.998000000000005,32.22,34.72,35.92333333333333,33.705749999999995,9
Bomet,2024-09-15,33.886,33.885,33.998000000000005,32.22,34.72,33.49725,9
Bomet,2024-09-22,34.445,33.886,33.885,33.998000000000005,32.22,34.0535,9
Bomet,2024-09-29,35.2775,34.445,33.886,33.885,33.998000000000005,34.373375,9
Bomet,2024-10-06,34.9975,35.2775,34.445,33.886,33.885,34.6515,10
Bomet,2024-10-13,37.22,34.9975,35.2775,34.445,33.886,35.485,10
Bomet,2025-01-19,40.0,37.22,34.9975,35.2775,34.445,36.87375,1
Bomet,2025-02-02,41.11,40.0,37.22,34.9975,35.2775,38.331875,2
Bomet,2025-02-09,41.11,41.11,40.0,37.22,34.9975,39.86,2
Bomet,2025-02-23,41.11,41.11,41.11,40.0,37.22,40.832499999999996,2
Bomet,2025-03-02,41.11,41.11,41.11,41.11,40.0,41.11,3
Bomet,2025-03-09,41.11,41.11,41.11,41.11,41.11,41.11,3
Bomet,2025-03-16,41.11,41.11,41.11,41.11,41.11,41.11,3
Bomet,2025-05-25,58.24333333333334,41.11,41.11,41.11,41.11,45.39333333333333,5
Bomet,2025-06-01,61.67,58.24333333333334,41.11,41.11,41.11,50.53333333333333,6
Bomet,2025-06-08,53.33,61.67,58.24333333333334,41.11,41.11,53.58833333333334,6
Bomet,2025-06-15,55.555,53.33,61.67,58.24333333333334,41.11,57.19958333333333,6
Bomet,2025-06-22,58.98,55.555,53.33,61.67,58.24333333333334,57.383750000000006,6
Bomet,2025-06-29,57.015,58.98,55.555,53.33,61.67,56.22,6
Bomet,2025-07-06,57.129999999999995,57.015,58.98,55.555,53.33,57.17,7
Bomet,2025-07-13,57.406666666666666,57.129999999999995,57.015,58.98,55.555,57.63291666666667,7
Bomet,2025-07-27,52.082499999999996,57.406666666666666,57.129999999999995,57.015,58.98,55.908541666666665,7
Bomet,2025-08-03,48.75,52.082499999999996,57.406666666666666,57.129999999999995,57.015,53.84229166666667,8
Bungoma,2021-07-04,40.0,35.0,35.0,35.0,31.679230769230767,36.25,7
Bungoma,2021-07-11,35.0,40.0,35.0,35.0,35.0,36.25,7
Bungoma,2021-07-25,35.0,35.0,40.0,35.0,35.0,36.25,7
Bungoma,2021-08-01,35.0,35.0,35.0,40.0,35.0,36.25,8
Bungoma,2021-08-08,33.055,35.0,35.0,35.0,40.0,34.51375,8
Bungoma,2021-08-15,35.0,33.055,35.0,35.0,35.0,34.51375,8
Bungoma,2021-08-22,32.5,35.0,33.055,35.0,35.0,33.88875,8
Bungoma,2021-08-29,26.67,32.5,35.0,33.055,35.0,31.80625,8
Bungoma,2021-09-12,26.11,26.67,32.5,35.0,33.055,30.07,9
Bungoma,2021-09-19,28.89,26.11,26.67,32.5,35.0,28.542499999999997,9
Bungoma,2021-09-26,30.0,28.89,26.11,26.67,32.5,27.917499999999997,9
Bungoma,2021-10-03,30.0,30.0,28.89,26.11,26.67,28.75,10
Bungoma,2021-10-10,26.25,30.0,30.0,28.89,26.11,28.784999999999997,10
Bungoma,2021-10-17,26.573333333333334,26.25,30.0,30.0,28.89,28.205833333333334,10
Bungoma,2021-10-24,24.72,26.573333333333334,26.25,30.0,30.0,26.88583333333333,10
Bungoma,2021-10-31,24.72,24.72,26.573333333333334,26.25,30.0,25.56583333333333,10
Bungoma,2021-11-14,24.44,24.72,24.72,26.573333333333334,26.25,25.11333333333333,11
Bungoma,2021-11-21,30.0,24.44,24.72,24.72,26.573333333333334,25.97,11
Bungoma,2021-11-28,27.67,30.0,24.44,24.72,24.72,26.707500000000003,11
Bungoma,2021-12-05,35.0,27.67,30.0,24.44,24.72,29.277500000000003,12
Bungoma,2021-12-12,31.945,35.0,27.67,30.0,24.44,31.153750000000002,12
Bungoma,2021-12-19,32.87,31.945,35.0,27.67,30.0,31.871250000000003,12
Bungoma,2022-01-09,31.11,32.87,31.945,35.0,27.67,32.731249999999996,1
Bungoma,2022-01-16,42.5,31.11,32.87,31.945,35.0,34.606249999999996,1
Bungoma,2022-01-23,40.0,42.5,31.11,32.87,31.945,36.62,1
Bungoma,2022-01-30,40.0,40.0,42.5,31.11,32.87,38.402499999999996,1
Bungoma,2022-02-06,33.33,40.0,40.0,42.5,31.11,38.9575,2
Bungoma,2022-02-13,42.5,33.33,40.0,40.0,42.5,38.9575,2
Bungoma,2022-02-20,42.5,42.5,33.33,40.0,40.0,39.5825,2
Bungoma,2022-02-27,42.5,42.5,42.5,33.33,40.0,40.2075,2
Bungoma,2022-03-27,37.78,42.5,42.5,42.5,33.33,41.32,3
Bungoma,2022-04-17,44.44,37.78,42.5,42.5,42.5,41.805,4
Bungoma,2022-05-15,48.89,44.44,37.78,42.5,42.5,43.402499999999996,5
Bungoma,2022-05-22,65.0,48.89,44.44,37.78,42.5,49.027499999999996,5
Bungoma,2022-05-29,44.44,65.0,48.89,44.44,37.78,50.692499999999995,5
Bungoma,2022-06-05,53.33,44.44,65.0,48.89,44.44,52.91499999999999,6
Bungoma,2022-06-19,58.61,53.33,44.44,65.0,48.89,55.345,6
Bungoma,2022-07-03,70.0,58.61,53.33,44.44,65.0,56.595,7
Bungoma,2022-07-10,64.44,70.0,58.61,53.33,44.44,61.595,7
Bungoma,2022-07-17,56.03,64.44,70.0,58.61,53.33,62.27,7
Bungoma,2022-07-31,50.0,56.03,64.44,70.0,58.61,60.1175,7
Bungoma,2022-08-07,53.33,50.0,56.03,64.44,70.0,55.95,8
Bungoma,2022-08-14,44.44,53.33,50.0,56.03,64.44,50.95,8
Bungoma,2022-08-21,70.0,44.44,53.33,50.0,56.03,54.442499999999995,8
Bungoma,2022-08-28,55.346666666666664,70.0,44.44,53.33,50.0,55.77916666666667,8
Bungoma,2022-09-04,50.79,55.346666666666664,70.0,44.44,53.33,55.14416666666667,9
Bungoma,2022-09-11,49.42,50.79,55.346666666666664,70.0,44.44,56.38916666666666,9
Bungoma,2022-09-25,44.44,49.42,50.79,55.346666666666664,70.0,49.99916666666667,9
Bungoma,2022-10-02,44.44,44.44,49.42,50.79,55.346666666666664,47.272499999999994,10
Bungoma,2022-10-09,48.89,44.44,44.44,49.42,50.79,46.7975,10
Bungoma,2022-10-30,47.22,48.89,44.44,44.44,49.42,46.2475,10
Bungoma,2022-11-06,53.33,47.22,48.89,44.44,44.44,48.47,11
Bungoma,2022-11-27,54.44,53.33,47.22,48.89,44.44,50.97,11
Bungoma,2022-12-11,60.275,54.44,53.33,47.22,48.89,53.81625,12
Bungoma,2022-12-18,60.0,60.275,54.44,53.33,47.22,57.01125,12
Bungoma,2022-12-25,55.0,60.0,60.275,54.44,53.33,57.42875,12
Bungoma,2023-01-01,55.480000000000004,55.0,60.0,60.275,54.44,57.68875,1
Bungoma,2023-01-08,58.82,55.480000000000004,55.0,60.0,60.275,57.325,1
Bungoma,2023-01-15,61.26,58.82,55.480000000000004,55.0,60.0,57.64,1
Bungoma,2023-01-22,55.12,61.26,58.82,55.480000000000004,55.0,57.67,1
Bungoma,2023-01-29,55.56,55.12,61.26,58.82,55.480000000000004,57.69,1
Bungoma,2023-02-05,62.89,55.56,55.12,61.26,58.82,58.707499999999996,2
Bungoma,2023-02-19,57.5,62.89,55.56,55.12,61.26,57.7675,2
Bungoma,2023-03-12,80.0,57.5,62.89,55.56,55.12,63.9875,3
Bungoma,2023-03-19,77.03666666666668,80.0,57.5,62.89,55.56,69.35666666666667,3
Bungoma,2023-03-26,76.57333333333334,77.03666666666668,80.0,57.5,62.89,72.7775,3
Bungoma,2023-04-02,90.0,76.57333333333334,77.03666666666668,80.0,57.5,80.9025,4
Bungoma,2023-04-16,80.0,90.0,76.57333333333334,77.03666666666668,80.0,80.9025,4
Bungoma,2023-04-23,66.67,80.0,90.0,76.57333333333334,77.03666666666668,78.31083333333333,4
Bungoma,2023-05-14,80.0,66.67,80.0,90.0,76.57333333333334,79.1675,5
Bungoma,2023-05-21,80.0,80.0,66.67,80.0,90.0,76.6675,5
Bungoma,2023-05-28,75.56,80.0,80.0,66.67,80.0,75.5575,5
Bungoma,2023-06-04,90.0,75.56,80.0,80.0,66.67,81.39,6
Bungoma,2023-06-18,85.0,90.0,75.56,80.0,80.0,82.64,6
Bungoma,2023-06-25,83.33333333333333,85.0,90.0,75.56,80.0,83.47333333333333,6
Bungoma,2023-07-09,75.0,83.33333333333333,85.0,90.0,75.56,83.33333333333333,7
Bungoma,2023-07-16,50.0,75.0,83.33333333333333,85.0,90.0,73.33333333333333,7
Bungoma,2023-07-23,49.0,50.0,75.0,83.33333333333333,85.0,64.33333333333333,7
Bungoma,2023-07-30,47.62,49.0,50.0,75.0,83.33333333333333,55.405,7
Bungoma,2023-08-06,45.45,47.62,49.0,50.0,75.0,48.0175,8
Bungoma,2023-08-13,47.62,45.45,47.62,49.0,50.0,47.4225,8
Bungoma,2023-08-20,45.45,47.62,45.45,47.62,49.0,46.535,8
Bungoma,2023-08-27,50.0,45.45,47.62,45.45,47.62,47.129999999999995,8
Bungoma,2023-09-03,50.0,50.0,45.45,47.62,45.45,48.2675,9
Bungoma,2023-11-12,44.44,50.0,50.0,45.45,47.62,47.4725,11
Bungoma,2023-12-03,50.0,44.44,50.0,50.0,45.45,48.61,12
Bungoma,2023-12-24,50.0,50.0,44.44,50.0,50.0,48.61,12
Bungoma,2024-01-28,60.0,50.0,50.0,44.44,50.0,51.11,1
Bungoma,2024-03-10,44.44,60.0,50.0,50.0,44.44,51.11,3
Bungoma,2024-03-24,50.0,44.44,60.0,50.0,50.0,51.11,3
Bungoma,2024-05-12,37.78,50.0,44.44,60.0,50.0,48.05500000000001,5
Bungoma,2024-05-26,35.56,37.78,50.0,44.44,60.0,41.94500000000001,5
Bungoma,2024-06-09,37.77666666666667,35.56,37.78,50.0,44.44,40.27916666666667,6
Bungoma,2024-06-30,35.56,37.77666666666667,35.56,37.78,50.0,36.66916666666667,6
Bungoma,2024-07-07,35.56,35.56,37.77666666666667,35.56,37.78,36.11416666666667,7
Bungoma,2024-07-14,40.0,35.56,35.56,37.77666666666667,35.56,37.22416666666667,7
Bungoma,2024-07-21,34.81666666666667,40.0,35.56,35.56,37.77666666666667,36.48416666666667,7
Bungoma,2024-07-28,60.0,34.81666666666667,40.0,35.56,35.56,42.594166666666666,7
Bungoma,2024-08-04,34.445,60.0,34.81666666666667,40.0,35.56,42.315416666666664,8
Bungoma,2024-08-11,35.0,34.445,60.0,34.81666666666667,40.0,41.065416666666664,8
Bungoma,2024-08-18,31.945,35.0,34.445,60.0,34.81666666666667,40.347500000000004,8
Bungoma,2024-08-25,32.78,31.945,35.0,34.445,60.0,33.542500000000004,8
Bungoma,2024-09-01,30.0,32.78,31.945,35.0,34.445,32.43125,9
Bungoma,2024-09-08,30.0,30.0,32.78,31.945,35.0,31.18125,9
Bungoma,2024-09-15,30.0,30.0,30.0,32.78,31.945,30.695,9
Bungoma,2024-09-22,29.5,30.0,30.0,30.0,32.78,29.875,9
Bungoma,2024-09-29,35.0,29.5,30.0,30.0,30.0,31.125,9
Bungoma,2024-10-06,29.05666666666667,35.0,29.5,30.0,30.0,30.889166666666668,10
Bungoma,2024-10-13,26.445,29.05666666666667,35.0,29.5,30.0,30.00041666666667,10
Bungoma,2024-10-20,32.23,26.445,29.05666666666667,35.0,29.5,30.682916666666664,10
Bungoma,2025-04-20,46.77,32.23,26.445,29.05666666666667,35.0,33.625416666666666,4
Bungoma,2025-04-27,46.67,46.77,32.23,26.445,29.05666666666667,38.02875,4
Bungoma,2025-06-01,57.410000000000004,46.67,46.77,32.23,26.445,45.769999999999996,6
Embu,2021-10-03,30.0,30.0,26.67,26.67,30.0,28.335,10
Embu,2021-10-10,32.222,30.0,30.0,26.67,26.67,29.723,10
Embu,2021-10-17,30.555,32.222,30.0,30.0,26.67,30.69425,10
Embu,2021-10-24,30.8325,30.555,32.222,30.0,30.0,30.902375,10
Embu,2021-10-31,34.956,30.8325,30.555,32.222,30.0,32.141375,10
Embu,2021-11-07,32.6375,34.956,30.8325,30.555,32.222,32.24525,11
Embu,2021-11-14,32.888,32.6375,34.956,30.8325,30.555,32.8285,11
Embu,2021-11-21,31.665,32.888,32.6375,34.956,30.8325,33.036625,11
Embu,2021-11-28,31.11,31.665,32.888,32.6375,34.956,32.075125,11
Embu,2021-12-05,30.555,31.11,31.665,32.888,32.6375,31.554499999999997,12
Embu,2021-12-12,30.665999999999997,30.555,31.11,31.665,32.888,30.998999999999995,12
Embu,2021-12-19,40.0,30.665999999999997,30.555,31.11,31.665,33.08275,12
Embu,2021-12-26,31.853333333333335,40.0,30.665999999999997,30.555,31.11,33.26858333333333,12
Embu,2022-01-09,32.5,31.853333333333335,40.0,30.665999999999997,30.555,33.75483333333333,1
Embu,2022-01-16,31.853333333333335,32.5,31.853333333333335,40.0,30.665999999999997,34.05166666666666,1
Embu,2022-01-30,33.0,31.853333333333335,32.5,31.853333333333335,40.0,32.30166666666666,1
Embu,2022-02-06,35.446666666666665,33.0,31.853333333333335,32.5,31.853333333333335,33.2,2
Embu,2022-02-13,35.335,35.446666666666665,33.0,31.853333333333335,32.5,33.90875,2
Embu,2022-02-20,35.335,35.335,35.446666666666665,33.0,31.853333333333335,34.77916666666667,2
Embu,2022-02-27,38.057500000000005,35.335,35.335,35.446666666666665,33.0,36.04354166666667,2
Embu,2022-03-06,38.668,38.057500000000005,35.335,35.335,35.446666666666665,36.84887500000001,3
Embu,2022-03-13,37.78,38.668,38.057500000000005,35.335,35.335,37.460125000000005,3
Embu,2022-03-20,36.068,37.78,38.668,38.057500000000005,35.335,37.643375,3
Embu,2022-03-27,36.085,36.068,37.78,38.668,38.057500000000005,37.15025,3
Embu,2022-04-03,36.16833333333333,36.085,36.068,37.78,38.668,36.525333333333336,4
Embu,2022-04-10,37.5025,36.16833333333333,36.085,36.068,37.78,36.45595833333333,4
Embu,2022-04-17,38.6125,37.5025,36.16833333333333,36.085,36.068,37.092083333333335,4
Embu,2022-04-24,39.81333333333333,38.6125,37.5025,36.16833333333333,36.085,38.02416666666666,4
Embu,2022-05-01,43.14666666666667,39.81333333333333,38.6125,37.5025,36.16833333333333,39.76875,5
Embu,2022-05-08,41.666666666666664,43.14666666666667,39.81333333333333,38.6125,37.5025,40.80979166666667,5
Embu,2022-05-15,64.81333333333333,41.666666666666664,43.14666666666667,39.81333333333333,38.6125,47.36,5
Embu,2022-05-22,62.96,64.81333333333333,41.666666666666664,43.14666666666667,39.81333333333333,53.14666666666667,5
Embu,2022-05-29,46.664,62.96,64.81333333333333,41.666666666666664,43.14666666666667,54.025999999999996,5
Embu,2022-06-05,67.40666666666667,46.664,62.96,64.81333333333333,41.666666666666664,60.461,6
Embu,2022-06-12,53.70666666666667,67.40666666666667,46.664,62.96,64.81333333333333,57.684333333333335,6
Embu,2022-06-19,68.4725,53.70666666666667,67.40666666666667,46.664,62.96,59.06245833333333,6
Embu,2022-06-26,73.89,68.4725,53.70666666666667,67.40666666666667,46.664,65.86895833333334,6
Embu,2022-07-03,78.33500000000001,73.89,68.4725,53.70666666666667,67.40666666666667,68.60104166666667,7
Embu,2022-07-10,74.58500000000001,78.33500000000001,73.89,68.4725,53.70666666666667,73.820625,7
Embu,2022-07-17,75.0,74.58500000000001,78.33500000000001,73.89,68.4725,75.4525,7
Embu,2022-07-24,72.2225,75.0,74.58500000000001,78.33500000000001,73.89,75.03562500000001,7
Embu,2022-07-31,73.51666666666667,72.2225,75.0,74.58500000000001,78.33500000000001,73.83104166666666,7
Embu,2022-08-07,66.29666666666667,73.51666666666667,72.2225,75.0,74.58500000000001,71.75895833333334,8
Embu,2022-08-14,63.055,66.29666666666667,73.51666666666667,72.2225,75.0,68.77270833333334,8
Embu,2022-08-21,63.70333333333334,63.055,66.29666666666667,73.51666666666667,72.2225,66.64291666666666,8
Embu,2022-08-28,62.22,63.70333333333334,63.055,66.29666666666667,73.51666666666667,63.81875,8
Embu,2022-09-04,63.89,62.22,63.70333333333334,63.055,66.29666666666667,63.217083333333335,9
Embu,2022-09-11,63.33,63.89,62.22,63.70333333333334,63.055,63.285833333333336,9
